着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,race_id,着順,枠番,馬番,人気
14,8.0,15.0,スタニングビスタ,牝3,54.0,武藤雅,1:30.7,2.1/2,240.8,14.0,448(0),[東] 武藤善則,202005010201,,,,
15,3.0,4.0,ネイチャーローズ,牡3,56.0,井上敏樹,1:30.7,ハナ,155.3,11.0,468(+12),[東] 根本康広,202005010201,,,,
1,8.0,15.0,ヤマノマタカ,牡3,56.0,石川裕紀,2:16.6,,3.2,1.0,464(-4),[東] 相沢郁,202005010202,,,,
2,1.0,1.0,ショウナンアクア,牡3,56.0,吉田豊,2:16.9,1.3/4,6.2,3.0,474(+2),[東] 古賀史生,202005010202,,,,
3,4.0,7.0,セイウンカゲロウ,牡3,56.0,松岡正海,2:17.4,3,11.8,6.0,496(+2),[東] 奥平雅士,202005010202,,,,
4,2.0,4.0,スウィング,牡3,56.0,ミナリク,2:17.4,ハナ,4.2,2.0,478(+2),[東] 高柳瑞樹,202005010202,,,,
5,7.0,14.0,クラウンマハロ,牡3,54.0,木幡育也,2:18.4,6,20.0,9.0,504(-6),[東] 尾形和幸,202005010202,,,,
6,8.0,16.0,ディヒター,牡3,56.0,武藤雅,2:18.4,クビ,11.5,5.0,518(+6),[東] 林徹,202005010202,,,,
7,7.0,13.0,グラスフレイバー,牡3,56.0,坂井瑠星,2:18.5,1/2,69.2,14.0,470(0),[東] 松永康利,202005010202,,,,
8,5.0,10.0,ゲンキチボン,牡3,56.0,佐藤友則,2:18.5,ハナ,48.9,11.0,468(-4),[東] 堀井雅広,202005010202,,,,
9,3.0,6.0,ソルメンシス,牡3,56.0,田辺裕信,2:18.6,3/4,11.4,4.0,496(+8),[東] 菊川正達,202005010202,,,,
10,3.0,5.0,ニシノゼノビア,牝3,54.0,岩部純二,2:18.6,クビ,261.1,16.0,458(-4),[東] 萱野浩二,202005010202,,,,
11,6.0,11.0,キラークイーン,牝3,54.0,北村宏司,2:19.4,5,53.9,13.0,442(-2),[東] 久保田貴,202005010202,,,,
12,1.0,2.0,ユーアーマイソウル,牡3,56.0,嘉藤貴行,2:19.8,2.1/2,17.0,8.0,488(+2),[東] 伊藤伸一,202005010202,,,,
13,4.0,8.0,ドラゴンウォリアー,牡3,56.0,木幡巧也,2:20.4,3.1/2,13.4,7.0,504(0),[東] 岩戸孝樹,202005010202,,,,
14,6.0,12.0,ニシノストロング,牡3,55.0,野中悠太,2:20.5,3/4,160.3,15.0,490(-6),[東] 小島茂之,202005010202,,,,
15,2.0,3.0,コスモコンクエスト,牡3,56.0,宮崎北斗,2:20.8,1.3/4,40.2,10.0,504(-1),[東] 宗像義忠,202005010202,,,,
16,5.0,9.0,キズナビーム,牡3,56.0,横山和生,2:27.2,大,52.2,12.0,524(-6),[東] 鈴木伸尋,202005010202,,,,
1,1.0,2.0,アヴァニイ,牝3,54.0,ルメール,1:38.8,,3.8,2.0,514(-4),[東] 加藤征弘,202005010203,,,,
2,3.0,6.0,クールマキシマム,牝3,54.0,嘉藤貴行,1:39.0,1.1/4,8.0,3.0,478(+2),[東] 奥平雅士,202005010203,,,,
3,4.0,8.0,ディンブラ,牝3,53.0,野中悠太,1:39.2,1.1/4,25.6,8.0,478(+2),[東] 上原博之,202005010203,,,,
4,2.0,3.0,ナーラック,牝3,53.0,菊沢一樹,1:40.0,5,47.7,9.0,444(+2),[東] 柄崎孝,202005010203,,,,
5,2.0,4.0,ヤマトホープシップ,牝3,54.0,石橋脩,1:40.2,1.1/4,48.0,10.0,460(+2),[東] 田村康仁,202005010203,,,,
6,3.0,5.0,シャンボールロッソ,牝3,54.0,丸山元気,1:40.2,ハナ,19.1,7.0,432(+6),[東] 武藤善則,202005010203,,,,
7,7.0,14.0,ナスノフォルテ,牝3,54.0,マーフィ,1:40.3,1/2,2.1,1.0,472(0),[東] 武井亮,202005010203,,,,
8,8.0,16.0,ヒラボクハーツ,牝3,54.0,福永祐一,1:40.3,クビ,65.7,11.0,476(-2),[東] 大竹正博,202005010203,,,,
9,1.0,1.0,タマノシュシュ,牝3,54.0,田辺裕信,1:40.6,1.1/2,13.7,5.0,424(-2),[東] 菊川正達,202005010203,,,,
10,5.0,9.0,クーレクー,牝3,54.0,木幡巧也,1:41.0,2.1/2,10.4,4.0,460(+4),[東] 伊藤大士,202005010203,,,,
11,5.0,10.0,キャツクレードル,牝3,52.0,木幡育也,1:41.1,1/2,142.2,12.0,442(-10),[東] 佐藤吉勝,202005010203,,,,
12,6.0,11.0,スピランセス,牝3,54.0,石川裕紀,1:41.1,クビ,308.9,13.0,444(-4),[東] 田村康仁,202005010203,,,,
13,8.0,15.0,ピュアハート,牝3,54.0,横山和生,1:41.2,3/4,343.1,14.0,498(-6),[東] 杉浦宏昭,202005010203,,,,
14,6.0,12.0,ペイシャフレンチ,牝3,54.0,井上敏樹,1:41.3,クビ,535.7,16.0,476(-4),[東] 高橋義博,202005010203,,,,
15,4.0,7.0,アネモネテソーロ,牝3,54.0,江田照男,1:41.6,2,15.3,6.0,476(-4),[東] 高木登,202005010203,,,,
16,7.0,13.0,テイエムロング,牝3,54.0,武士沢友,1:44.4,大,478.6,15.0,412(0),[東] 石栗龍彦,202005010203,,,,
1,5.0,10.0,コラルノクターン,牡3,56.0,福永祐一,1:40.6,,2.7,1.0,510(0),[西] 藤原英昭,202005010204,,,,
2,1.0,1.0,トミケンレゲンダ,牡3,56.0,石橋脩,1:40.9,1.3/4,26.4,9.0,464(0),[東] 大和田成,202005010204,,,,
3,8.0,15.0,ティラミス,牝3,54.0,Ｍ．デム,1:41.7,5,8.1,5.0,458(0),[西] 安田隆行,202005010204,,,,
4,5.0,9.0,キタサンロッキー,牡3,56.0,北村宏司,1:41.8,クビ,6.4,2.0,498(0),[西] 清水久詞,202005010204,,,,
5,3.0,6.0,オウケンロジータ,牝3,54.0,武士沢友,1:42.0,1.1/2,173.8,13.0,508(0),[西] 藤岡健一,202005010204,,,,
6,4.0,7.0,ムーンレース,牡3,56.0,坂井瑠星,1:42.2,1,7.9,3.0,514(0),[西] 高柳大輔,202005010204,,,,
7,2.0,4.0,トーセンライブ,牡3,54.0,木幡育也,1:42.6,2.1/2,11.0,7.0,504(0),[東] 尾形和幸,202005010204,,,,
8,7.0,14.0,プラズマテイル,牝3,54.0,嘉藤貴行,1:43.0,2.1/2,34.4,10.0,414(0),[東] 大和田成,202005010204,,,,
9,8.0,16.0,フルオブウィット,牡3,56.0,ミナリク,1:43.1,1/2,10.9,6.0,492(0),[東] 池上昌和,202005010204,,,,
10,6.0,12.0,キタサンレイワ,牝3,54.0,石川裕紀,1:44.0,5,62.9,11.0,522(0),[東] 小笠倫弘,202005010204,,,,
11,6.0,11.0,シルヴァーミリオン,牡3,56.0,武豊,1:44.0,クビ,7.9,4.0,452(0),[西] 鈴木孝志,202005010204,,,,
12,3.0,5.0,オーサムパッション,牡3,56.0,横山典弘,1:44.1,1/2,16.4,8.0,498(0),[東] 斎藤誠,202005010204,,,,
13,7.0,13.0,レジュノア,牝3,54.0,木幡巧也,1:44.6,3,306.6,16.0,444(0),[東] 杉浦宏昭,202005010204,,,,
14,2.0,3.0,ドントクライマリア,セ3,56.0,井上敏樹,1:44.8,1.1/4,198.7,14.0,444(0),[東] 林徹,202005010204,,,,
15,1.0,2.0,チャンピオンフジ,牡3,55.0,菊沢一樹,1:46.0,7,137.4,12.0,528(0),[東] 勢司和浩,202005010204,,,,
16,4.0,8.0,キエンセラ,牡3,56.0,松岡正海,1:47.0,6,297.6,15.0,442(0),[東] 堀井雅広,202005010204,,,,
1,2.0,4.0,マイネルブラシウス,牡3,56.0,津村明秀,1:47.3,,7.2,4.0,488(+24),[東] 尾関知人,202005010205,,,,
2,4.0,7.0,ラザフォード,牝3,54.0,ルメール,1:47.4,3/4,3.8,1.0,444(-2),[東] 藤沢和雄,202005010205,,,,
3,6.0,11.0,ダイワミラクル,牡3,56.0,北村宏司,1:47.9,3,7.3,5.0,500(-2),[東] 鹿戸雄一,202005010205,,,,
4,1.0,1.0,コスモストライカー,牡3,54.0,石橋脩,1:48.0,3/4,11.5,7.0,478(0),[東] 加藤士津,202005010205,,,,
5,8.0,16.0,ドリームメッセージ,牡3,56.0,丸山元気,1:48.3,2,8.4,6.0,444(0),[東] 中川公成,202005010205,,,,
6,7.0,14.0,ルカ,牡3,56.0,マーフィ,1:48.5,1,4.6,2.0,490(-2),[東] 戸田博文,202005010205,,,,
7,5.0,10.0,ブライドグルーム,牡3,56.0,ミナリク,1:48.6,3/4,13.6,8.0,452(+2),[東] 堀宣行,202005010205,,,,
8,1.0,2.0,テイエムクロホマレ,牡3,56.0,嘉藤貴行,1:49.3,4,319.2,13.0,472(+4),[東] 石栗龍彦,202005010205,,,,
9,6.0,12.0,ラストエクセル,牝3,54.0,Ｍ．デム,1:49.6,2,6.1,3.0,436(-10),[東] 伊藤大士,202005010205,,,,
10,7.0,13.0,ベルウッドアサヒ,牡3,56.0,吉田豊,1:49.8,3/4,98.0,10.0,440(-12),[東] 武市康男,202005010205,,,,
11,3.0,6.0,ホウオウマライア,牝3,54.0,木幡巧也,1:49.9,1/2,178.3,11.0,436(0),[東] 牧光二,202005010205,,,,
12,3.0,5.0,ゼンダンスネーク,牝3,54.0,横山和生,1:49.9,ハナ,273.1,12.0,456(-10),[東] 土田稔,202005010205,,,,
13,8.0,15.0,ジツリキニコマル,牝3,54.0,武士沢友,1:49.9,ハナ,411.0,15.0,440(-14),[東] 稲垣幸雄,202005010205,,,,
14,4.0,8.0,フィーユレヴーズ,牝3,54.0,福永祐一,1:50.0,3/4,31.3,9.0,442(+2),[東] 斎藤誠,202005010205,,,,
15,2.0,3.0,ファイナルブション,牝3,54.0,宮崎北斗,1:50.5,3,487.3,16.0,430(-8),[東] 青木孝文,202005010205,,,,
16,5.0,9.0,ディムッター,牝3,54.0,江田照男,1:53.7,大,359.3,14.0,458(0),[東] 佐藤吉勝,202005010205,,,,
1,6.0,11.0,オーロアドーネ,牡3,56.0,マーフィ,1:35.3,,2.9,1.0,486(0),[東] 戸田博文,202005010206,,,,
2,7.0,14.0,イルミナル,牝3,54.0,石橋脩,1:35.6,2,8.6,3.0,418(0),[東] 奥村武,202005010206,,,,
3,7.0,13.0,レッドルピナス,牝3,54.0,北村宏司,1:35.6,ハナ,3.3,2.0,416(0),[西] 中内田充,202005010206,,,,
4,6.0,12.0,ブレイクザボーダー,牡3,56.0,佐藤友則,1:35.8,1.1/4,28.1,10.0,476(0),[東] 畠山吉宏,202005010206,,,,
5,1.0,2.0,キタノポケット,牝3,53.0,菊沢一樹,1:36.3,3,95.2,13.0,382(0),[東] 深山雅史,202005010206,,,,
6,5.0,9.0,ラインシュプール,牝3,54.0,武士沢友,1:36.6,1.3/4,17.2,7.0,410(0),[東] 水野貴広,202005010206,,,,
7,3.0,6.0,ランジョウ,牝3,54.0,坂井瑠星,1:36.6,ハナ,11.2,5.0,434(0),[東] 矢野英一,202005010206,,,,
8,2.0,4.0,エイシンジャスミン,牝3,54.0,石川裕紀,1:36.7,クビ,11.1,4.0,434(0),[西] 大久保龍,202005010206,,,,
9,1.0,1.0,ゲンパチビーム,牡3,56.0,岩部純二,1:36.7,ハナ,169.9,15.0,416(0),[東] 萱野浩二,202005010206,,,,
10,4.0,8.0,ジュネス,牝3,54.0,吉田豊,1:36.9,1.1/2,34.4,11.0,500(0),[東] 本間忍,202005010206,,,,
11,8.0,15.0,シゲルパック,牝3,54.0,江田照男,1:37.6,4,14.6,6.0,498(0),[東] 田中清隆,202005010206,,,,
12,3.0,5.0,ナムラサバイバー,牡3,56.0,横山和生,1:37.7,1/2,27.2,8.0,462(0),[東] 石栗龍彦,202005010206,,,,
13,4.0,7.0,シュライクス,牡3,56.0,嘉藤貴行,1:37.8,1/2,27.9,9.0,426(0),[東] 水野貴広,202005010206,,,,
14,2.0,3.0,サクヤコノハナ,牝3,54.0,柴田善臣,1:38.4,3.1/2,59.9,12.0,422(0),[東] 粕谷昌央,202005010206,,,,
15,8.0,16.0,ワイアヴィー,牝3,54.0,木幡巧也,1:39.6,7,269.4,16.0,426(0),[東] 岩戸孝樹,202005010206,,,,
16,5.0,10.0,キューティーカノン,牝3,53.0,野中悠太,1:41.3,大,108.7,14.0,432(0),[東] 星野忍,202005010206,,,,
1,2.0,4.0,ゴールドスミス,セ6,57.0,武豊,2:14.8,,4.0,2.0,524(0),[東] 高柳瑞樹,202005010207,,,,
2,4.0,7.0,エグジットラック,牡6,57.0,江田照男,2:14.9,1/2,36.9,11.0,520(-8),[東] 田村康仁,202005010207,,,,
3,6.0,12.0,トランスポーター,牡4,56.0,吉田豊,2:15.0,3/4,33.5,10.0,494(-2),[東] 戸田博文,202005010207,,,,
4,7.0,13.0,ニューツーリズム,牡4,56.0,Ｍ．デム,2:15.2,1.1/4,7.6,4.0,508(+6),[東] 黒岩陽一,202005010207,,,,
5,3.0,6.0,ドーバーテソーロ,牡4,56.0,田辺裕信,2:15.3,3/4,22.4,7.0,486(-4),[東] 奥平雅士,202005010207,,,,
6,8.0,16.0,ジェイケイエース,牡4,56.0,丸山元気,2:15.6,2,8.9,5.0,548(+6),[東] 松永康利,202005010207,,,,
7,4.0,8.0,ロジポルカ,牡4,56.0,内田博幸,2:15.7,クビ,13.4,6.0,468(0),[東] 菊沢隆徳,202005010207,,,,
8,5.0,10.0,ボヘミアラプソディ,牡4,56.0,ルメール,2:15.7,アタマ,3.4,1.0,488(+10),[東] 伊藤圭三,202005010207,,,,
9,3.0,5.0,ユメノサキ,牡5,57.0,福永祐一,2:15.9,1.1/4,7.0,3.0,554(-2),[東] 新開幸一,202005010207,,,,
10,8.0,15.0,ヤマニンバンタジオ,セ6,57.0,嘉藤貴行,2:16.3,2.1/2,84.5,14.0,540(-4),[東] 田島俊明,202005010207,,,,
11,2.0,3.0,フクサンダーク,牡4,55.0,野中悠太,2:16.4,1/2,25.0,8.0,494(-2),[東] 小西一男,202005010207,,,,
12,1.0,2.0,ゴールデンフィジー,牝5,55.0,木幡巧也,2:16.4,ハナ,41.7,12.0,440(+4),[東] 牧光二,202005010207,,,,
13,6.0,11.0,アララトテソーロ,牡4,56.0,武藤雅,2:16.5,クビ,51.8,13.0,490(+4),[東] 和田雄二,202005010207,,,,
14,5.0,9.0,シャイニーロケット,牡5,57.0,柴田善臣,2:17.1,3.1/2,126.6,16.0,464(+2),[東] 佐藤吉勝,202005010207,,,,
15,7.0,14.0,ベルゲンハーバー,牡4,56.0,ミナリク,2:17.2,3/4,27.5,9.0,466(+10),[東] 斎藤誠,202005010207,,,,
16,1.0,1.0,ウイニングメイビー,牡4,56.0,北村宏司,2:17.7,3,117.4,15.0,482(-6),[東] 稲垣幸雄,202005010207,,,,
1,5.0,10.0,フローラルパーク,牝4,55.0,武豊,1:24.7,,5.7,2.0,490(-4),[東] 加藤征弘,202005010208,,,,
2,2.0,4.0,コーラルプリンセス,牝6,55.0,丸山元気,1:24.7,アタマ,8.5,6.0,532(+2),[東] 高橋裕,202005010208,,,,
3,8.0,15.0,ボンディマンシュ,セ4,57.0,坂井瑠星,1:24.8,3/4,6.5,3.0,490(+4),[西] 中内田充,202005010208,,,,
4,7.0,13.0,エピックアン,牡5,57.0,田辺裕信,1:24.9,クビ,6.8,5.0,506(-8),[東] 大和田成,202005010208,,,,
5,6.0,11.0,アオイサンシャイン,牝7,55.0,マーフィ,1:25.0,1/2,9.7,7.0,524(-4),[東] 古賀慎明,202005010208,,,,
6,5.0,9.0,ハヤブサレジェンド,牡5,56.0,菊沢一樹,1:25.1,3/4,19.4,10.0,506(+4),[東] 伊藤圭三,202005010208,,,,
7,3.0,5.0,ベイオブコトル,牡4,57.0,福永祐一,1:25.2,1/2,5.7,1.0,444(+2),[東] 高柳瑞樹,202005010208,,,,
8,8.0,16.0,ニシノジャガーズ,牡5,57.0,岩部純二,1:25.3,1/2,6.7,4.0,494(0),[東] 萱野浩二,202005010208,,,,
9,1.0,2.0,クレディブル,牡5,57.0,ルメール,1:25.4,クビ,13.2,8.0,510(0),[東] 萩原清,202005010208,,,,
10,4.0,8.0,テキスタイルアート,セ8,57.0,北村宏司,1:25.4,クビ,201.6,16.0,494(+12),[東] 加藤和宏,202005010208,,,,
11,7.0,14.0,ワンダープラヤアン,牡6,56.0,野中悠太,1:25.4,ハナ,168.3,14.0,486(-6),[西] 森田直行,202005010208,,,,
12,4.0,7.0,ミッキーボニータ,セ5,57.0,横山典弘,1:25.5,クビ,55.4,11.0,452(-2),[東] 萩原清,202005010208,,,,
13,1.0,1.0,サンタナブルー,牡8,57.0,川須栄彦,1:25.9,2.1/2,176.1,15.0,488(+12),[東] 和田雄二,202005010208,,,,
14,6.0,12.0,モリトシラユリ,牝6,53.0,木幡育也,1:26.2,2,86.2,12.0,486(-8),[東] 堀井雅広,202005010208,,,,
15,2.0,3.0,コールドターキー,牡5,57.0,Ｍ．デム,1:29.2,大,17.2,9.0,470(-4),[東] 佐藤吉勝,202005010208,,,,
16,3.0,6.0,ヘニッヒ,セ4,57.0,内田博幸,1:29.2,クビ,165.4,13.0,468(+14),[東] 武井亮,202005010208,,,,
1,8.0,13.0,ショウナンハレルヤ,牝3,54.0,丸山元気,1:47.2,,99.4,10.0,456(-2),[東] 矢野英一,202005010209,,,,
2,2.0,2.0,アオイクレアトール,牡3,56.0,武豊,1:47.4,1.1/4,5.7,4.0,474(+12),[東] 古賀慎明,202005010209,,,,
3,4.0,4.0,セントオブゴールド,牡3,56.0,ルメール,1:47.5,1/2,4.4,2.0,466(+26),[東] 木村哲也,202005010209,,,,
4,7.0,11.0,ヴァルコス,牡3,56.0,マーフィ,1:47.5,アタマ,4.7,3.0,500(+6),[西] 友道康夫,202005010209,,,,
5,3.0,3.0,ルビーカサブランカ,牝3,54.0,福永祐一,1:47.6,1/2,11.3,6.0,462(-2),[西] 須貝尚介,202005010209,,,,
6,7.0,10.0,ウインカーネリアン,牡3,56.0,松岡正海,1:47.6,ハナ,10.9,5.0,478(-8),[東] 鹿戸雄一,202005010209,,,,
7,1.0,1.0,フォースオブウィル,牡3,56.0,宮崎北斗,1:47.6,クビ,18.3,7.0,458(+2),[東] 粕谷昌央,202005010209,,,,
8,4.0,5.0,ラグビーボーイ,牡3,56.0,北村宏司,1:47.7,クビ,53.1,8.0,494(-10),[東] 勢司和浩,202005010209,,,,
9,5.0,7.0,サトノフウジン,牡3,56.0,石橋脩,1:47.8,1/2,2.8,1.0,470(0),[東] 堀宣行,202005010209,,,,
10,5.0,6.0,マイネルソラス,牡3,56.0,津村明秀,1:48.2,2.1/2,71.1,9.0,470(0),[東] 和田正一,202005010209,,,,
11,6.0,9.0,ナーリー,牡3,56.0,佐藤友則,1:48.8,3.1/2,322.2,13.0,462(-9),[地] 井上孝彦,202005010209,,,,
12,6.0,8.0,タイムマシン,牡3,56.0,ミナリク,1:50.1,8,137.5,11.0,446(+4),[東] 手塚貴久,202005010209,,,,
13,8.0,12.0,コスモスタック,牡3,56.0,野中悠太,1:50.2,3/4,179.9,12.0,456(0),[東] 堀井雅広,202005010209,,,,
1,7.0,10.0,ボスジラ,牡4,55.0,武豊,2:24.7,,3.3,1.0,516(-2),[東] 国枝栄,202005010210,,,,
2,3.0,3.0,サンアップルトン,牡4,55.0,柴田善臣,2:24.7,クビ,8.6,5.0,472(+18),[東] 中野栄治,202005010210,,,,
3,6.0,8.0,トラストケンシン,牡5,56.0,マーフィ,2:25.0,1.1/2,3.7,2.0,476(+4),[東] 高橋文雅,202005010210,,,,
4,4.0,5.0,マコトガラハッド,セ7,54.0,ミナリク,2:25.3,2,80.2,10.0,492(-8),[西] 鮫島一歩,202005010210,,,,
5,2.0,2.0,ヘリファルテ,牡6,56.0,ルメール,2:25.3,クビ,7.1,4.0,492(+18),[東] 堀宣行,202005010210,,,,
6,4.0,4.0,ベイビーステップ,牡6,55.0,武藤雅,2:25.4,クビ,25.4,9.0,492(+2),[東] 菊川正達,202005010210,,,,
7,8.0,13.0,グランドサッシュ,牡9,54.0,津村明秀,2:25.5,1/2,141.7,11.0,472(0),[東] 武市康男,202005010210,,,,
8,6.0,9.0,ミスマンマミーア,牝5,53.0,福永祐一,2:25.7,1.1/4,11.7,6.0,456(-4),[西] 寺島良,202005010210,,,,
9,5.0,7.0,エクセレントミスズ,牡7,53.0,内田博幸,2:25.9,1.1/4,224.3,12.0,454(-14),[西] 藤沢則雄,202005010210,,,,
10,8.0,12.0,ホウオウドリーム,牡6,57.0,吉田豊,2:25.9,ハナ,16.7,8.0,508(-14),[西] 矢作芳人,202005010210,,,,
11,5.0,6.0,ミッキーバード,牡5,54.0,横山典弘,2:25.9,ハナ,6.4,3.0,522(-8),[東] 尾関知人,202005010210,,,,
12,1.0,1.0,エストスペリオル,牡5,54.0,Ｍ．デム,2:26.7,5,14.6,7.0,456(0),[東] 堀宣行,202005010210,,,,
13,7.0,11.0,オウケンブラック,牡9,52.0,北村宏司,2:27.2,3,313.0,13.0,488(+6),[東] 田中剛,202005010210,,,,
1,6.0,11.0,モズアスコット,牡6,58.0,ルメール,1:22.7,,9.9,3.0,494(-4),[西] 矢作芳人,202005010211,,,,
2,3.0,5.0,コパノキッキング,セ5,58.0,マーフィ,1:22.9,1.1/4,1.9,1.0,482(-2),[西] 村山明,202005010211,,,,
3,4.0,7.0,スマートアヴァロン,牡8,56.0,石橋脩,1:23.1,1,39.0,9.0,512(-4),[西] 西園正都,202005010211,,,,
4,8.0,15.0,ダノンフェイス,牡7,56.0,田辺裕信,1:23.2,3/4,11.8,5.0,534(-4),[西] 大久保龍,202005010211,,,,
5,3.0,6.0,ワイドファラオ,牡4,58.0,福永祐一,1:23.2,アタマ,10.1,4.0,508(+6),[西] 角居勝彦,202005010211,,,,
6,1.0,1.0,テーオージーニアス,牡5,56.0,川須栄彦,1:23.4,1.1/4,25.6,7.0,508(+4),[西] 梅田智之,202005010211,,,,
7,5.0,10.0,ノボバカラ,牡8,56.0,内田博幸,1:23.4,クビ,299.3,15.0,510(-10),[西] 森秀行,202005010211,,,,
8,2.0,4.0,ワンダーリーデル,牡7,57.0,横山典弘,1:23.5,1/2,12.6,6.0,530(-2),[西] 安田翔伍,202005010211,,,,
9,4.0,8.0,ブルベアイリーデ,牡4,56.0,丸山元気,1:23.6,1/2,34.0,8.0,492(+6),[西] 杉山晴紀,202005010211,,,,
10,5.0,9.0,カフジテイク,牡8,56.0,津村明秀,1:23.6,クビ,60.9,11.0,500(-6),[西] 湯窪幸雄,202005010211,,,,
11,2.0,3.0,ミッキーワイルド,牡5,56.0,Ｍ．デム,1:24.0,2.1/2,4.9,2.0,514(+8),[西] 安田隆行,202005010211,,,,
12,6.0,12.0,アードラー,牡6,56.0,ミナリク,1:24.0,ハナ,97.4,12.0,482(-6),[西] 音無秀孝,202005010211,,,,
13,1.0,2.0,テーオーヘリオス,牡8,56.0,石川裕紀,1:24.2,1.1/4,266.3,14.0,520(-2),[西] 梅田智之,202005010211,,,,
14,8.0,16.0,ドリームキラリ,牡8,56.0,坂井瑠星,1:24.3,3/4,41.2,10.0,488(-6),[西] 矢作芳人,202005010211,,,,
15,7.0,13.0,ヨシオ,牡7,56.0,佐藤友則,1:24.7,2.1/2,134.9,13.0,486(-4),[西] 森秀行,202005010211,,,,
16,7.0,14.0,サングラス,牡9,56.0,北村宏司,1:24.7,ハナ,387.2,16.0,508(-4),[西] 谷潔,202005010211,,,,
1,6.0,6.0,エクセランフィーユ,牝4,54.0,マーフィ,1:47.8,,2.8,1.0,422(+16),[東] 木村哲也,202005010212,,,,
2,8.0,9.0,ダディーズマインド,牡4,56.0,宮崎北斗,1:47.9,1/2,8.8,5.0,496(+24),[東] 青木孝文,202005010212,,,,
3,4.0,4.0,トーセングラン,牡4,56.0,横山和生,1:48.2,2,3.7,2.0,436(+4),[東] 田村康仁,202005010212,,,,
4,7.0,8.0,エピックスター,セ5,57.0,田辺裕信,1:48.3,1/2,7.6,4.0,438(0),[東] 田村康仁,202005010212,,,,
5,3.0,3.0,ショウナンバビアナ,牝4,54.0,吉田豊,1:48.4,1/2,9.5,6.0,476(-2),[東] 上原博之,202005010212,,,,
6,1.0,1.0,エニグマバリエート,牡8,57.0,坂井瑠星,1:48.7,2,144.5,9.0,494(0),[東] 戸田博文,202005010212,,,,
7,2.0,2.0,エターナルヴィテス,牡4,56.0,田中勝春,1:49.1,2,12.7,7.0,492(+4),[東] 松山将樹,202005010212,,,,
8,5.0,5.0,タニノホウザン,牡6,57.0,武士沢友,1:49.4,2,290.6,10.0,472(+1),[東] 星野忍,202005010212,,,,
9,7.0,7.0,エフティスパークル,牡7,57.0,Ｍ．デム,1:49.4,ハナ,19.2,8.0,468(-4),[東] 鹿戸雄一,202005010212,,,,
10,8.0,10.0,キングテセウス,牡4,56.0,ルメール,1:49.6,1.1/4,6.8,3.0,516(-2),[東] 木村哲也,202005010212,,,,
1,7.0,13.0,トリプルシックス,牝3,54.0,横山和生,1:19.6,,8.3,3.0,468(+2),[東] 古賀史生,202005010301,,,,
2,1.0,2.0,ヨシオドライヴ,牡3,56.0,大庭和弥,1:19.7,3/4,16.0,7.0,490(-6),[東] 清水英克,202005010301,,,,
3,4.0,7.0,ダイシンウィット,牡3,56.0,津村明秀,1:19.9,1.1/2,5.7,2.0,498(-2),[東] 小笠倫弘,202005010301,,,,
4,2.0,4.0,スズカキングボス,牡3,56.0,内田博幸,1:20.0,クビ,2.0,1.0,462(-4),[東] 田中剛,202005010301,,,,
5,5.0,9.0,ニーケススマイル,牡3,56.0,松岡正海,1:20.3,2,9.8,4.0,458(0),[東] 蛯名利弘,202005010301,,,,
6,1.0,1.0,ヤサカパフィー,牝3,54.0,武藤雅,1:20.8,3,12.0,6.0,472(+4),[東] 水野貴広,202005010301,,,,
7,4.0,8.0,ゴラッソゴール,牡3,56.0,田辺裕信,1:20.9,1/2,28.4,8.0,470(+4),[東] 武市康男,202005010301,,,,
8,5.0,10.0,スイスライツ,牡3,56.0,江田照男,1:21.2,1.3/4,10.3,5.0,462(-2),[東] 竹内正洋,202005010301,,,,
9,3.0,5.0,ローズブランシェ,牝3,54.0,武士沢友,1:21.3,1/2,84.5,11.0,436(-8),[東] 小桧山悟,202005010301,,,,
10,3.0,6.0,ビッグセント,牡3,56.0,北村宏司,1:21.3,アタマ,226.8,13.0,452(+4),[東] 田中清隆,202005010301,,,,
11,2.0,3.0,シゲルナガレボシ,牝3,53.0,菊沢一樹,1:21.7,2.1/2,118.3,12.0,450(+6),[東] 浅野洋一,202005010301,,,,
12,8.0,16.0,ダンブルドア,牡3,56.0,嘉藤貴行,1:21.7,ハナ,46.5,10.0,534(+4),[東] 田中清隆,202005010301,,,,
13,6.0,12.0,レイニーウェイ,牡3,56.0,大野拓弥,1:22.2,3,33.4,9.0,456(+4),[東] 田島俊明,202005010301,,,,
14,6.0,11.0,ナックライオン,牡3,54.0,木幡育也,1:22.2,クビ,321.1,14.0,524(+3),[東] 杉浦宏昭,202005010301,,,,
14,8.0,15.0,クンクンクン,牝3,54.0,岩部純二,1:22.2,同着,381.3,15.0,438(-4),[東] 加藤和宏,202005010301,,,,
16,7.0,14.0,ゴーイングヒーロー,牡3,56.0,宮崎北斗,1:22.5,1.3/4,472.7,16.0,422(+14),[東] 松山将樹,202005010301,,,,
1,5.0,10.0,レッチェバロック,牝3,54.0,ルメール,1:25.1,,2.1,1.0,484(0),[東] 藤沢和雄,202005010302,,,,
2,6.0,12.0,プレシャスガール,牝3,54.0,津村明秀,1:27.1,大,2.5,2.0,458(0),[西] 藤岡健一,202005010302,,,,
